@relation movies
@attribute 'MovieId' numeric
@attribute 'Title' string
@attribute 'IsAction' { 0, 1}
@attribute 'IsAdventure' { 0, 1}
@attribute 'IsAnimation' { 0, 1}
@attribute 'IsBiography' { 0, 1}
@attribute 'IsComedy' { 0, 1}
@attribute 'IsCrime' { 0, 1}
@attribute 'IsDrama' { 0, 1}
@attribute 'IsRomance' { 0, 1}
@attribute 'IsFantasy' { 0, 1}
@attribute 'IsHorror' { 0, 1}
@attribute 'IsMistery' { 0, 1}
@attribute 'IsHistory' { 0, 1}
@attribute 'IsFamily' { 0, 1}
@attribute 'IsSport' { 0, 1}
@attribute 'IsWar' { 0, 1}
@attribute 'IsWestern' { 0, 1}
@attribute 'IsSciFi' { 0, 1}
@attribute 'IsThriller' { 0, 1}
@attribute 'Year' numeric
@attribute 'Rating' real
@attribute 'Votes' numeric
@attribute 'CriticScore' numeric
@data
193',Spotlight',0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2015,8.1,268282,93
194',Morgan',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2016,5.8,22107,48
195',Warrior',1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2011,8.2,355722,71
196',Captain America: The First Avenger',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,6.9,547368,66
197',Hacker',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2016,6.3,3799
198',Into the Wild',0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,8.1,459304,73
199',The Imitation Game',0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,8.1,532353,73
200',Central Intelligence',1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.3,97082,52
201',Edge of Tomorrow',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,7.9,471815,71
202',A Cure for Wellness',0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2016,6.5,12193,47
203',Snowden',0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,7.3,79855,58
204',Iron Man',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2008,7.9,737719,79
205',Allegiant',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.7,70504,33
206',X: First Class',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2011,7.8,550011,65
207',Raw (II)',0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,7.5,5435,81
208',Paterson',0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2016,7.5,26089,90
209',Bridesmaids',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,6.8,227912,75
210',The Girl with All the Gifts',0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2016,6.7,23713,67
211',San Andreas',1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,6.1,161396,43
212',Spring Breakers',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,5.3,114290,63
213',Transformers',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,7.1,531112,61
214',Old Boy',1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,5.8,54679,49
215',Thor: The Dark World',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,7,443584,54
216',Gods of Egypt',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,5.5,73568,25
217',Captain America: The Winter Soldier',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,7.8,542362,70
218',Monster Trucks',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.7,7044,41
219',A Dark Song',0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,6.1,1703,67
220',Kick-Ass',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,7.7,456749,66
221',Hardcore Henry',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,6.7,61098,51
222',Cars',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,7.1,283445,73
223',It Follows',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,6.9,136399,83
224',The Girl with the Dragon Tattoo',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,7.8,348551,71
225',We're the Millers',0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,334867,44
226',American Honey',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,7,19660,79
227',The Lobster',0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2015,7.1,121313,82
228',Predators',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,6.4,179450,51
229',Maleficent',1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,7,268877,56
230',Rupture',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2016,4.8,2382,35
231',Pan's Labyrinth',0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2006,8.2,498879,98
232',A Kind of Murder',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2016,5.2,3305,50
233',Apocalypto',1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,7.8,247926,68
234',Mission: Impossible - Rogue Nation',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,7.4,257472,75
235',The Huntsman: Winter's War',1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,6.1,66766,35
236',The Perks of Being a Wallflower',0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2012,8,377336,67
237',Jackie',0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016,6.8,41446,81
238',The Disappointments Room',0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2016,3.9,4895,31
239',The Grand Budapest Hotel',0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,8.1,530881,88
240',The Host',1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2013,5.9,96852,35
241',Fury',1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,7.6,332234,64
242',Inside Out',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8.2,416689,94
243',Rock Dog',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.8,1109,48
244',Terminator Genisys',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,6.5,205365,38
245',Percy Jackson & the Olympians: The Lightning Thief',0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2010,5.9,148949,47
246',Les Misérables',0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2012,7.6,257426,63
247',Children of Men',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2006,7.9,382910,84
248',20th Century Women',0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,7.4,14708,83
249',Spy',1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,7.1,188017,75
250',The Intouchables',0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,8.6,557965,57
251',Bonjour Anne',0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2016,4.9,178,50
252',Kynodontas',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,7.3,50946,73
253',Straight Outta Compton',0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,7.9,139831,72
254',The Amazing Spider-Man 2',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,6.7,342183,53
255',The Conjuring',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,7.5,330305,68
256',The Hangover',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7.8,611563,73
257',Battleship',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,5.8,210349,41
258',Rise of the Planet of the Apes',1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2011,7.6,422290,68
259',Lights Out',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,6.4,69823,58
260',Norman: The Moderate Rise and Tragic Fall of a New York Fixer',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,7.1,664,76
261',Birdman or (The Unexpected Virtue of Ignorance)',0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2014,7.8,440299,88
262',Black Swan',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,8,581518,79
263',Dear White People',0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,6.2,21715,79
264',Nymphomaniac: Vol. I',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,7,90556,64
265',Teenage Mutant Ninja Turtles: Out of the Shadows',1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,59312,40
266',Knock Knock',0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2015,4.9,53441,53
267',Dirty Grandpa',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6,75137,18
268',Cloud Atlas',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2012,7.5,298651,55
269',X-Men Origins: Wolverine',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,6.7,388447,40
270',Satanic',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,3.7,2384,
271',Skyfall',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2012,7.8,547386,81
272',The Hobbit: An Unexpected Journey',0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,7.9,668651,58
273',21 Jump Street',1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,7.2,432046,69
274',Sing Street',0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,8,52144,79
275',Ballerina',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.8,4729,
276',Oblivion',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,410125,54
277',22 Jump Street',1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,7.1,280110,71
278',Zodiac',0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2007,7.7,329683,78
279',Everybody Wants Some!!',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,7,36312,83
280',Iron Man Three',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,7.2,591023,62
281',Now You See Me',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,7.3,492324,50
282',Sherlock Holmes',1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,7.6,501769,57
283',Death Proof',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,7.1,220236,
284',The Danish Girl',0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2015,7,110773,66
285',Hercules',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,6,122838,47
286',Sucker Punch',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2011,6.1,204874,33
287',Keeping Up with the Joneses',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.8,30405,34
288',Jupiter Ascending',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5.3,150121,40
289',Masterminds',1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.8,26508,47
290',Iris',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,6.1,726,
291',Busanhaeng',1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016,7.5,58782,72
292',Pitch Perfect',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2012,7.2,226631,66
293',Neighbors 2: Sorority Rising',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.7,76327,58
294',The Exception',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,7.7,96,
295',Man of Steel',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,7.1,577010,55
296',The Choice',0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016,6.6,20514,26
297',Ice Age: Collision Course',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.7,34523,34
298',The Devil Wears Prada',0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,6.8,302268,62
299',The Infiltrator',0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,7.1,43929,66
300',There Will Be Blood',0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2007,8.1,400682,92
301',The Equalizer',1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,7.2,249425,57
302',Lone Survivor',1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,7.5,218996,60
303',The Cabin in the Woods',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2012,7,295554,72
304',The House Bunny',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2008,5.5,67033,55
305',She's Out of My League',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,6.4,105619,46
306',Inherent Vice',0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,6.7,69509,81
307',Alice Through the Looking Glass',0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,6.2,57207,34
308',Vincent N Roxxy',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2016,5.5,403,
309',The Fast and the Furious: Tokyo Drift',1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2006,6,193479,45
310',How to Be Single',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,6.1,59886,51
311',The Blind Side',0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2009,7.7,237221,53
312',La vie d'Adèle',0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2013,7.8,103150,88
313',The Babadook',0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2014,6.8,132580,86
314',The Hobbit: The Battle of the Five Armies',0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,7.4,385598,59
315',Harry Potter and the Order of the Phoenix',0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2007,7.5,385325,71
316',Snowpiercer',1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,7,199048,84
317',The 5th Wave',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,5.2,73093,33
318',The Stakelander',1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,5.3,1263
319',The Visit',0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,6.2,81429,55
320',Fast Five',1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011,7.3,300803,66
321',Step Up',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,6.5,95960,48
322',Lovesong',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,6.4,616,74
323',RocknRolla',1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2008,7.3,203096,53
324',In Time',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2011,6.7,319025,53
325',The Social Network',0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,7.7,510100,95
326',The Last Witch Hunter',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,6,71149,34
327',Victor Frankenstein',0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2015,6,37975,36
328',A Street Cat Named Bob',0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,7.4,12643,54
329',Green Room',0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2015,7,62885,79
330',Blackhat',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015,5.4,43085,51
331',Storks',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.9,34248,56
332',American Sniper',1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,7.3,353305,72
333',Dallas Buyers Club',0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,8,352801,84
334',Lincoln',0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2012,7.4,207497,86
335',Rush',1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,8.1,339722,75
336',Before I Wake',0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2016,6.1,18201,
337',Silver Linings Playbook',0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2012,7.8,564364,81
338',Tracktown',0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,5.9,115,64
339',The Fault in Our Stars',0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2014,7.8,271301,69
340',Blended',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,6.5,93764,31
341',Fast & Furious',1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2009,6.6,217464,46
342',Looper',1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2012,7.4,452369,84
343',White House Down',1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,6.4,173320,52
344',Pete's Dragon',0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2016,6.8,36322,71
345',Spider-Man 3',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,6.2,406219,59
346',The Three Musketeers',1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2011,5.8,92329,35
347',Stardust',0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2007,7.7,220664,66
348',American Hustle',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,7.3,379088,90
349',Jennifer's Body',0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,5.1,96617,47
350',Midnight in Paris',0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2011,7.7,320323,81
351',Lady Macbeth',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,7.3,1396,83
352',Joy',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,6.6,97679,56
353',The Dressmaker',0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,7.1,33352,47
354',Café Society',0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2016,6.7,45579,64
355',Insurgent',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,6.3,171970,42
356',Seventh Son',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,5.5,59958,30
357',Demain tout commence',0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,7.4,5496
358',The Theory of Everything',0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2014,7.7,299718,72
359',This Is the End',0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,6.6,327838,67
360',About Time',0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2013,7.8,221600,55
361',Step Brothers',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,6.9,223065,51
362',Clown',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,5.7,14248,42
363',Star Trek Into Darkness',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,7.8,417663,72
364',Zombieland',0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2009,7.7,409403,73
365',"Hail, Caesar!"',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.3,89059,72
366',Slumdog Millionaire',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,8,677044,86
367',The Twilight Saga: Breaking Dawn - Part 2',0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2012,5.5,194329,52
368',American Wrestler: The Wizard',0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016,6.9,286
369',The Amazing Spider-Man',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7,474320,66
370',Ben-Hur',1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,5.7,28326,38
371',Sleight',1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,6,702,62
372',The Maze Runner',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,6.8,335531,57
373',Criminal',1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,6.3,38430,36
374',Wanted',1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2008,6.7,312495,64
375',Florence Foster Jenkins',0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,6.9,31776,71
376',Collide',1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2016,5.7,7583,33
377',Black Mass',0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015,6.9,135706,68
378',Creed',0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,7.6,175673,82
379',Swiss Army Man',0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,7.1,61812,64
380',The Expendables 3',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,6.1,137568,35
381',What We Do in the Shadows',0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2014,7.6,84016,76
382',Southpaw',0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,7.4,169083,57
383',Hush',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2016,6.6,45867,67
384',Bridge of Spies',0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2015,7.6,217938,81
385',The Lego Movie',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7.8,266508,83
386',Everest',1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,7.1,154647,64
387',Pixels',1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,5.6,101092,27
388',Robin Hood',1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,6.7,221117,53
389',The Wolverine',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,6.7,355362,60
390',John Carter',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2012,6.6,220667,51
391',Keanu',1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,6.3,31913,63
392',The Gunman',1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2015,5.8,31194,39
393',Steve Jobs',0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,7.2,116112,82
394',Whisky Galore',0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,5,102,43
395',Grown Ups 2',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5.4,114482,19
396',The Age of Adaline',0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2015,7.2,112288,51
397',The Incredible Hulk',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2008,6.8,342355,61
398',Couples Retreat',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5.5,86417,23
399',Absolutely Anything',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,6,26587,31
400',Magic Mike',0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,6.1,113686,72
401',Minions',1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6.4,159830,56
402',The Black Room',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,3.9,240,71
403',Bronson',1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008,7.1,93972
404',Despicable Me',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,7.7,410607,72
405',The Best of Me',0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2014,6.7,49041,29
406',The Invitation',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,6.7,40529,74
407',Zero Dark Thirty',0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2012,7.4,226661,95
408',Tangled',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,7.8,316459,71
409',The Hunger Games: Mockingjay - Part 2',1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,6.6,202380,65
410',Vacation',0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6.1,74589,34
411',Taken',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,7.8,502961,50
412',Pitch Perfect 2',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6.5,108306,63
413',Monsters University',0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7.3,252119,65
414',Elle',0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2016,7.2,35417,89
415',Mechanic: Resurrection',1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,5.6,48161,38
416',Tusk',0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2014,5.4,34546,55
417',The Headhunter's Calling',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,6.9,164,85
418',Atonement',0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2007,7.8,202890
419',Harry Potter and the Deathly Hallows: Part 1',0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2010,7.7,357213,65
420',Shame',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,7.2,155010,72
421',Hanna',1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2011,6.8,164208,65
422',The Babysitters',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,5.7,8914,35
423',Pride and Prejudice and Zombies',1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2016,5.8,35003,45
424',300: Rise of an Empire',1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2014,6.2,237887,48
425',London Has Fallen',1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,5.9,100702,28
